"GEO_ID","NAME","B25001_001E","B25001_001M",
"1400000US06075980401","Census Tract 9804.01, San Francisco County, California","0","12",
"1400000US06075980501","Census Tract 9805.01, San Francisco County, California","251","78",
"1400000US06075980600","Census Tract 9806, San Francisco County, California","384","24",
"1400000US06075980900","Census Tract 9809, San Francisco County, California","199","58",
"1400000US06075990100","Census Tract 9901, San Francisco County, California","0","12",
"1400000US06077000100","Census Tract 1, San Joaquin County, California","2364","78",
"1400000US06077000300","Census Tract 3, San Joaquin County, California","1113","42",
"1400000US06077000401","Census Tract 4.01, San Joaquin County, California","1391","73",
"1400000US06077000402","Census Tract 4.02, San Joaquin County, California","2180","103",
"1400000US06077000500","Census Tract 5, San Joaquin County, California","922","35",
"1400000US06077000600","Census Tract 6, San Joaquin County, California","661","28",
"1400000US06077000700","Census Tract 7, San Joaquin County, California","1465","61",
"1400000US06077000801","Census Tract 8.01, San Joaquin County, California","1857","48",
"1400000US06077000900","Census Tract 9, San Joaquin County, California","2214","74",
"1400000US06077001000","Census Tract 10, San Joaquin County, California","2166","47",
"1400000US06077001101","Census Tract 11.01, San Joaquin County, California","1919","36",
"1400000US06077001102","Census Tract 11.02, San Joaquin County, California","2186","56",
"1400000US06077001200","Census Tract 12, San Joaquin County, California","1919","67",
"1400000US06077001300","Census Tract 13, San Joaquin County, California","2150","70",
"1400000US06077001400","Census Tract 14, San Joaquin County, California","1954","74",
"1400000US06077001500","Census Tract 15, San Joaquin County, California","2586","109",
"1400000US06077001600","Census Tract 16, San Joaquin County, California","692","42",
"1400000US06077001700","Census Tract 17, San Joaquin County, California","1174","81",
"1400000US06077001800","Census Tract 18, San Joaquin County, California","1197","28",
"1400000US06077001900","Census Tract 19, San Joaquin County, California","1597","52",
"1400000US06077002000","Census Tract 20, San Joaquin County, California","1270","28",
"1400000US06077002100","Census Tract 21, San Joaquin County, California","1648","42",
"1400000US06077002201","Census Tract 22.01, San Joaquin County, California","875","40",
"1400000US06077002202","Census Tract 22.02, San Joaquin County, California","1414","67",
"1400000US06077002300","Census Tract 23, San Joaquin County, California","1477","44",
"1400000US06077002401","Census Tract 24.01, San Joaquin County, California","1379","36",
"1400000US06077002402","Census Tract 24.02, San Joaquin County, California","640","27",
"1400000US06077002503","Census Tract 25.03, San Joaquin County, California","725","21",
"1400000US06077002504","Census Tract 25.04, San Joaquin County, California","1091","25",
"1400000US06077002701","Census Tract 27.01, San Joaquin County, California","1941","77",
"1400000US06077002702","Census Tract 27.02, San Joaquin County, California","1081","91",
"1400000US06077002800","Census Tract 28, San Joaquin County, California","1755","63",
"1400000US06077003106","Census Tract 31.06, San Joaquin County, California","1841","41",
"1400000US06077003108","Census Tract 31.08, San Joaquin County, California","2032","52",
"1400000US06077003109","Census Tract 31.09, San Joaquin County, California","2363","83",
"1400000US06077003110","Census Tract 31.10, San Joaquin County, California","1723","39",
"1400000US06077003111","Census Tract 31.11, San Joaquin County, California","1874","37",
"1400000US06077003112","Census Tract 31.12, San Joaquin County, California","1440","34",
"1400000US06077003113","Census Tract 31.13, San Joaquin County, California","2333","94",
"1400000US06077003114","Census Tract 31.14, San Joaquin County, California","3827","67",
"1400000US06077003203","Census Tract 32.03, San Joaquin County, California","1494","37",
"1400000US06077003205","Census Tract 32.05, San Joaquin County, California","1363","32",
"1400000US06077003208","Census Tract 32.08, San Joaquin County, California","3900","87",
"1400000US06077003209","Census Tract 32.09, San Joaquin County, California","1345","28",
"1400000US06077003210","Census Tract 32.10, San Joaquin County, California","1088","27",
"1400000US06077003213","Census Tract 32.13, San Joaquin County, California","1511","78",
"1400000US06077003214","Census Tract 32.14, San Joaquin County, California","1031","27",
"1400000US06077003215","Census Tract 32.15, San Joaquin County, California","1829","49",
"1400000US06077003216","Census Tract 32.16, San Joaquin County, California","972","32",
"1400000US06077003217","Census Tract 32.17, San Joaquin County, California","1089","36",
"1400000US06077003305","Census Tract 33.05, San Joaquin County, California","1609","51",
"1400000US06077003306","Census Tract 33.06, San Joaquin County, California","1511","40",
"1400000US06077003307","Census Tract 33.07, San Joaquin County, California","1916","51",
"1400000US06077003308","Census Tract 33.08, San Joaquin County, California","755","36",
"1400000US06077003310","Census Tract 33.10, San Joaquin County, California","1552","46",
"1400000US06077003311","Census Tract 33.11, San Joaquin County, California","1176","35",
"1400000US06077003312","Census Tract 33.12, San Joaquin County, California","1153","30",
"1400000US06077003313","Census Tract 33.13, San Joaquin County, California","1153","46",
"1400000US06077003403","Census Tract 34.03, San Joaquin County, California","1163","33",
"1400000US06077003404","Census Tract 34.04, San Joaquin County, California","1887","53",
"1400000US06077003405","Census Tract 34.05, San Joaquin County, California","1124","63",
"1400000US06077003406","Census Tract 34.06, San Joaquin County, California","1316","35",
"1400000US06077003407","Census Tract 34.07, San Joaquin County, California","1039","30",
"1400000US06077003409","Census Tract 34.09, San Joaquin County, California","1450","45",
"1400000US06077003410","Census Tract 34.10, San Joaquin County, California","1822","48",
"1400000US06077003500","Census Tract 35, San Joaquin County, California","6334","167",
"1400000US06077003601","Census Tract 36.01, San Joaquin County, California","1365","47",
"1400000US06077003602","Census Tract 36.02, San Joaquin County, California","1054","97",
"1400000US06077003700","Census Tract 37, San Joaquin County, California","1155","103",
"1400000US06077003801","Census Tract 38.01, San Joaquin County, California","3368","72",
"1400000US06077003802","Census Tract 38.02, San Joaquin County, California","1860","44",
"1400000US06077003803","Census Tract 38.03, San Joaquin County, California","1172","50",
"1400000US06077003900","Census Tract 39, San Joaquin County, California","528","52",
"1400000US06077004001","Census Tract 40.01, San Joaquin County, California","830","48",
"1400000US06077004002","Census Tract 40.02, San Joaquin County, California","3671","134",
"1400000US06077004102","Census Tract 41.02, San Joaquin County, California","2821","116",
"1400000US06077004104","Census Tract 41.04, San Joaquin County, California","1377","47",
"1400000US06077004105","Census Tract 41.05, San Joaquin County, California","1933","87",
"1400000US06077004106","Census Tract 41.06, San Joaquin County, California","592","44",
"1400000US06077004201","Census Tract 42.01, San Joaquin County, California","2688","103",
"1400000US06077004202","Census Tract 42.02, San Joaquin County, California","719","36",
"1400000US06077004203","Census Tract 42.03, San Joaquin County, California","1593","51",
"1400000US06077004204","Census Tract 42.04, San Joaquin County, California","1488","37",
"1400000US06077004302","Census Tract 43.02, San Joaquin County, California","2385","73",
"1400000US06077004303","Census Tract 43.03, San Joaquin County, California","2040","55",
"1400000US06077004305","Census Tract 43.05, San Joaquin County, California","2253","62",
"1400000US06077004307","Census Tract 43.07, San Joaquin County, California","1618","49",
"1400000US06077004308","Census Tract 43.08, San Joaquin County, California","1291","43",
"1400000US06077004402","Census Tract 44.02, San Joaquin County, California","1840","64",
"1400000US06077004403","Census Tract 44.03, San Joaquin County, California","1162","55",
"1400000US06077004404","Census Tract 44.04, San Joaquin County, California","1147","42",
"1400000US06077004501","Census Tract 45.01, San Joaquin County, California","921","37",
"1400000US06077004502","Census Tract 45.02, San Joaquin County, California","1367","38",
"1400000US06077004600","Census Tract 46, San Joaquin County, California","2196","94",
"1400000US06077004701","Census Tract 47.01, San Joaquin County, California","1027","64",
"1400000US06077004703","Census Tract 47.03, San Joaquin County, California","1397","58",
"1400000US06077004704","Census Tract 47.04, San Joaquin County, California","1839","78",
"1400000US06077004800","Census Tract 48, San Joaquin County, California","2065","80",
"1400000US06077004901","Census Tract 49.01, San Joaquin County, California","2852","242",
"1400000US06077004902","Census Tract 49.02, San Joaquin County, California","2006","146",
"1400000US06077005001","Census Tract 50.01, San Joaquin County, California","2242","120",
"1400000US06077005003","Census Tract 50.03, San Joaquin County, California","2081","105",
"1400000US06077005004","Census Tract 50.04, San Joaquin County, California","2126","126",
"1400000US06077005106","Census Tract 51.06, San Joaquin County, California","2782","68",
"1400000US06077005108","Census Tract 51.08, San Joaquin County, California","1454","60",
"1400000US06077005109","Census Tract 51.09, San Joaquin County, California","1496","77",
"1400000US06077005110","Census Tract 51.10, San Joaquin County, California","2279","87",
"1400000US06077005113","Census Tract 51.13, San Joaquin County, California","2304","112",
"1400000US06077005114","Census Tract 51.14, San Joaquin County, California","2988","87",
"1400000US06077005119","Census Tract 51.19, San Joaquin County, California","2218","107",
"1400000US06077005122","Census Tract 51.22, San Joaquin County, California","2082","68",
"1400000US06077005123","Census Tract 51.23, San Joaquin County, California","1644","44",
"1400000US06077005124","Census Tract 51.24, San Joaquin County, California","1354","42",
"1400000US06077005125","Census Tract 51.25, San Joaquin County, California","658","31",
"1400000US06077005126","Census Tract 51.26, San Joaquin County, California","1423","69",
"1400000US06077005127","Census Tract 51.27, San Joaquin County, California","1437","75",
"1400000US06077005129","Census Tract 51.29, San Joaquin County, California","987","47",
"1400000US06077005130","Census Tract 51.30, San Joaquin County, California","916","40",
"1400000US06077005131","Census Tract 51.31, San Joaquin County, California","1304","47",
"1400000US06077005132","Census Tract 51.32, San Joaquin County, California","1089","53",
"1400000US06077005133","Census Tract 51.33, San Joaquin County, California","1398","40",
"1400000US06077005134","Census Tract 51.34, San Joaquin County, California","1586","50",
"1400000US06077005135","Census Tract 51.35, San Joaquin County, California","3079","81",
"1400000US06077005202","Census Tract 52.02, San Joaquin County, California","2781","88",
"1400000US06077005206","Census Tract 52.06, San Joaquin County, California","7326","261",
"1400000US06077005207","Census Tract 52.07, San Joaquin County, California","4068","120",
"1400000US06077005208","Census Tract 52.08, San Joaquin County, California","1988","57",
"1400000US06077005209","Census Tract 52.09, San Joaquin County, California","2073","63",
"1400000US06077005210","Census Tract 52.10, San Joaquin County, California","3503","110",
"1400000US06077005302","Census Tract 53.02, San Joaquin County, California","2330","76",
"1400000US06077005303","Census Tract 53.03, San Joaquin County, California","1653","55",
"1400000US06077005305","Census Tract 53.05, San Joaquin County, California","1980","78",
"1400000US06077005307","Census Tract 53.07, San Joaquin County, California","1069","36",
"1400000US06077005308","Census Tract 53.08, San Joaquin County, California","1387","61",
"1400000US06077005403","Census Tract 54.03, San Joaquin County, California","1870","69",
"1400000US06077005405","Census Tract 54.05, San Joaquin County, California","1145","36",
"1400000US06077005406","Census Tract 54.06, San Joaquin County, California","1082","39",
"1400000US06077005501","Census Tract 55.01, San Joaquin County, California","817","67",
"1400000US06077005502","Census Tract 55.02, San Joaquin County, California","623","40",
"1400000US06079010002","Census Tract 100.02, San Luis Obispo County, California","3097","87",
"1400000US06079010016","Census Tract 100.16, San Luis Obispo County, California","2002","112",
"1400000US06079010101","Census Tract 101.01, San Luis Obispo County, California","841","43",
"1400000US06079010102","Census Tract 101.02, San Luis Obispo County, California","3113","183",
"1400000US06079010201","Census Tract 102.01, San Luis Obispo County, California","2949","159",
"1400000US06079010202","Census Tract 102.02, San Luis Obispo County, California","2112","86",
"1400000US06079010204","Census Tract 102.04, San Luis Obispo County, California","2459","113",
"1400000US06079010205","Census Tract 102.05, San Luis Obispo County, California","1595","73",
"1400000US06079010300","Census Tract 103, San Luis Obispo County, California","4094","143",
"1400000US06079010403","Census Tract 104.03, San Luis Obispo County, California","2845","60",
"1400000US06079010404","Census Tract 104.04, San Luis Obispo County, California","1326","44",
"1400000US06079010503","Census Tract 105.03, San Luis Obispo County, California","3279","150",
"1400000US06079010504","Census Tract 105.04, San Luis Obispo County, California","2482","44",
"1400000US06079010602","Census Tract 106.02, San Luis Obispo County, California","2467","120",
"1400000US06079010603","Census Tract 106.03, San Luis Obispo County, California","768","51",
"1400000US06079010701","Census Tract 107.01, San Luis Obispo County, California","2085","71",
"1400000US06079010703","Census Tract 107.03, San Luis Obispo County, California","1492","53",
"1400000US06079010707","Census Tract 107.07, San Luis Obispo County, California","2984","69",
"1400000US06079010901","Census Tract 109.01, San Luis Obispo County, California","1246","96",
"1400000US06079010902","Census Tract 109.02, San Luis Obispo County, California","1654","110",
"1400000US06079011001","Census Tract 110.01, San Luis Obispo County, California","2216","73",
"1400000US06079011002","Census Tract 110.02, San Luis Obispo County, California","1443","58",
"1400000US06079011101","Census Tract 111.01, San Luis Obispo County, California","1969","100",
"1400000US06079011102","Census Tract 111.02, San Luis Obispo County, California","2807","125",
"1400000US06079011103","Census Tract 111.03, San Luis Obispo County, California","1554","69",
"1400000US06079011200","Census Tract 112, San Luis Obispo County, California","3172","141",
"1400000US06079011300","Census Tract 113, San Luis Obispo County, California","2996","119",
"1400000US06079011400","Census Tract 114, San Luis Obispo County, California","0","12",
"1400000US06079011501","Census Tract 115.01, San Luis Obispo County, California","802","37",
"1400000US06079011503","Census Tract 115.03, San Luis Obispo County, California","1349","63",
"1400000US06079011504","Census Tract 115.04, San Luis Obispo County, California","322","65",
"1400000US06079011600","Census Tract 116, San Luis Obispo County, California","2137","118",
"1400000US06079011701","Census Tract 117.01, San Luis Obispo County, California","3249","171",
"1400000US06079011704","Census Tract 117.04, San Luis Obispo County, California","2857","169",
"1400000US06079011800","Census Tract 118, San Luis Obispo County, California","3179","162",
"1400000US06079011901","Census Tract 119.01, San Luis Obispo County, California","1429","84",
"1400000US06079011902","Census Tract 119.02, San Luis Obispo County, California","3659","185",
"1400000US06079012000","Census Tract 120, San Luis Obispo County, California","3318","199",
"1400000US06079012102","Census Tract 121.02, San Luis Obispo County, California","2655","155",
"1400000US06079012200","Census Tract 122, San Luis Obispo County, California","3102","110",
"1400000US06079012302","Census Tract 123.02, San Luis Obispo County, California","2399","80",
"1400000US06079012304","Census Tract 123.04, San Luis Obispo County, California","4638","159",
"1400000US06079012401","Census Tract 124.01, San Luis Obispo County, California","2129","97",
"1400000US06079012402","Census Tract 124.02, San Luis Obispo County, California","3557","141",
"1400000US06079012502","Census Tract 125.02, San Luis Obispo County, California","2126","117",
"1400000US06079012503","Census Tract 125.03, San Luis Obispo County, California","2638","135",
"1400000US06079012505","Census Tract 125.05, San Luis Obispo County, California","1960","119",
"1400000US06079012600","Census Tract 126, San Luis Obispo County, California","3160","147",
"1400000US06079012702","Census Tract 127.02, San Luis Obispo County, California","2973","158",
"1400000US06079012704","Census Tract 127.04, San Luis Obispo County, California","3724","114",
"1400000US06079012800","Census Tract 128, San Luis Obispo County, California","119","51",
"1400000US06079012900","Census Tract 129, San Luis Obispo County, California","2211","86",
"1400000US06079013000","Census Tract 130, San Luis Obispo County, California","1266","70",
"1400000US06079990000","Census Tract 9900, San Luis Obispo County, California","0","12",
"1400000US06081600100","Census Tract 6001, San Mateo County, California","2128","137",
"1400000US06081600200","Census Tract 6002, San Mateo County, California","1289","64",
"1400000US06081600300","Census Tract 6003, San Mateo County, California","1328","40",
"1400000US06081600401","Census Tract 6004.01, San Mateo County, California","1111","38",
"1400000US06081600402","Census Tract 6004.02, San Mateo County, California","1302","36",
"1400000US06081600500","Census Tract 6005, San Mateo County, California","2277","69",
"1400000US06081600600","Census Tract 6006, San Mateo County, California","1563","65",
"1400000US06081600700","Census Tract 6007, San Mateo County, California","2135","127",
"1400000US06081600800","Census Tract 6008, San Mateo County, California","3000","92",
"1400000US06081600900","Census Tract 6009, San Mateo County, California","1467","51",
"1400000US06081601000","Census Tract 6010, San Mateo County, California","2098","61",
"1400000US06081601100","Census Tract 6011, San Mateo County, California","1986","54",
"1400000US06081601200","Census Tract 6012, San Mateo County, California","2146","112",
"1400000US06081601300","Census Tract 6013, San Mateo County, California","2621","138",
"1400000US06081601400","Census Tract 6014, San Mateo County, California","2172","55",
"1400000US06081601501","Census Tract 6015.01, San Mateo County, California","1403","54",
"1400000US06081601502","Census Tract 6015.02, San Mateo County, California","1931","60",
"1400000US06081601601","Census Tract 6016.01, San Mateo County, California","934","22",
"1400000US06081601603","Census Tract 6016.03, San Mateo County, California","1946","52",
"1400000US06081601604","Census Tract 6016.04, San Mateo County, California","1166","31",
"1400000US06081601605","Census Tract 6016.05, San Mateo County, California","1743","43",
"1400000US06081601700","Census Tract 6017, San Mateo County, California","1371","37",
"1400000US06081601800","Census Tract 6018, San Mateo County, California","2081","55",
"1400000US06081601901","Census Tract 6019.01, San Mateo County, California","1440","43",
"1400000US06081601902","Census Tract 6019.02, San Mateo County, California","2303","120",
"1400000US06081602000","Census Tract 6020, San Mateo County, California","2643","80",
"1400000US06081602100","Census Tract 6021, San Mateo County, California","1055","58",
"1400000US06081602200","Census Tract 6022, San Mateo County, California","2774","78",
"1400000US06081602300","Census Tract 6023, San Mateo County, California","1186","79",
"1400000US06081602400","Census Tract 6024, San Mateo County, California","2720","108",
"1400000US06081602500","Census Tract 6025, San Mateo County, California","1606","54",
"1400000US06081602600","Census Tract 6026, San Mateo County, California","2852","115",
"1400000US06081602700","Census Tract 6027, San Mateo County, California","1971","56",
"1400000US06081602800","Census Tract 6028, San Mateo County, California","1511","43",
"1400000US06081602900","Census Tract 6029, San Mateo County, California","1663","53",
"1400000US06081603000","Census Tract 6030, San Mateo County, California","1937","78",
"1400000US06081603100","Census Tract 6031, San Mateo County, California","1254","41",
"1400000US06081603200","Census Tract 6032, San Mateo County, California","1401","70",
"1400000US06081603300","Census Tract 6033, San Mateo County, California","2410","77",
"1400000US06081603400","Census Tract 6034, San Mateo County, California","2077","61",
"1400000US06081603700","Census Tract 6037, San Mateo County, California","1800","68",
"1400000US06081603801","Census Tract 6038.01, San Mateo County, California","1250","112",
"1400000US06081603802","Census Tract 6038.02, San Mateo County, California","1916","65",
"1400000US06081603900","Census Tract 6039, San Mateo County, California","2099","58",
"1400000US06081604000","Census Tract 6040, San Mateo County, California","1137","32",
"1400000US06081604101","Census Tract 6041.01, San Mateo County, California","2643","74",
"1400000US06081604102","Census Tract 6041.02, San Mateo County, California","1756","60",
"1400000US06081604200","Census Tract 6042, San Mateo County, California","1162","47",
"1400000US06081604400","Census Tract 6044, San Mateo County, California","1872","70",
"1400000US06081604500","Census Tract 6045, San Mateo County, California","1325","53",
"1400000US06081604600","Census Tract 6046, San Mateo County, California","963","41",
"1400000US06081604700","Census Tract 6047, San Mateo County, California","984","35",
"1400000US06081604800","Census Tract 6048, San Mateo County, California","1948","61",
"1400000US06081604900","Census Tract 6049, San Mateo County, California","1285","38",
"1400000US06081605000","Census Tract 6050, San Mateo County, California","2988","87",
"1400000US06081605100","Census Tract 6051, San Mateo County, California","1412","44",
"1400000US06081605200","Census Tract 6052, San Mateo County, California","1302","42",
"1400000US06081605300","Census Tract 6053, San Mateo County, California","1902","72",
"1400000US06081605400","Census Tract 6054, San Mateo County, California","2692","81",
"1400000US06081605500","Census Tract 6055, San Mateo County, California","2728","102",
"1400000US06081605600","Census Tract 6056, San Mateo County, California","2078","99",
"1400000US06081605700","Census Tract 6057, San Mateo County, California","1953","78",
"1400000US06081605800","Census Tract 6058, San Mateo County, California","1018","25",
"1400000US06081605900","Census Tract 6059, San Mateo County, California","2877","71",
"1400000US06081606000","Census Tract 6060, San Mateo County, California","2282","48",
"1400000US06081606100","Census Tract 6061, San Mateo County, California","1458","46",
"1400000US06081606200","Census Tract 6062, San Mateo County, California","2398","83",
"1400000US06081606300","Census Tract 6063, San Mateo County, California","2025","64",
"1400000US06081606400","Census Tract 6064, San Mateo County, California","2752","55",
"1400000US06081606500","Census Tract 6065, San Mateo County, California","1350","34",
"1400000US06081606600","Census Tract 6066, San Mateo County, California","1460","61",
"1400000US06081606700","Census Tract 6067, San Mateo County, California","998","30",
"1400000US06081606800","Census Tract 6068, San Mateo County, California","1342","31",
"1400000US06081606900","Census Tract 6069, San Mateo County, California","969","34",
"1400000US06081607000","Census Tract 6070, San Mateo County, California","1437","54",
"1400000US06081607100","Census Tract 6071, San Mateo County, California","1101","24",
"1400000US06081607200","Census Tract 6072, San Mateo County, California","1802","57",
"1400000US06081607300","Census Tract 6073, San Mateo County, California","1329","33",
"1400000US06081607400","Census Tract 6074, San Mateo County, California","2094","66",
"1400000US06081607500","Census Tract 6075, San Mateo County, California","2563","64",
"1400000US06081607600","Census Tract 6076, San Mateo County, California","1341","76",
"1400000US06081607701","Census Tract 6077.01, San Mateo County, California","1240","40",
"1400000US06081607702","Census Tract 6077.02, San Mateo County, California","830","35",
"1400000US06081607800","Census Tract 6078, San Mateo County, California","1030","38",
"1400000US06081607900","Census Tract 6079, San Mateo County, California","1797","40",
"1400000US06081608001","Census Tract 6080.01, San Mateo County, California","1584","47",
"1400000US06081608002","Census Tract 6080.02, San Mateo County, California","1444","56",
"1400000US06081608004","Census Tract 6080.04, San Mateo County, California","3727","114",
"1400000US06081608013","Census Tract 6080.13, San Mateo County, California","1609","50",
"1400000US06081608023","Census Tract 6080.23, San Mateo County, California","889","34",
"1400000US06081608100","Census Tract 6081, San Mateo County, California","1393","48",
"1400000US06081608200","Census Tract 6082, San Mateo County, California","1386","37",
"1400000US06081608300","Census Tract 6083, San Mateo County, California","1427","43",
"1400000US06081608400","Census Tract 6084, San Mateo County, California","2218","55",
"1400000US06081608501","Census Tract 6085.01, San Mateo County, California","1782","38",
"1400000US06081608502","Census Tract 6085.02, San Mateo County, California","1210","32",
"1400000US06081608600","Census Tract 6086, San Mateo County, California","1870","60",
"1400000US06081608700","Census Tract 6087, San Mateo County, California","2830","70",
"1400000US06081608800","Census Tract 6088, San Mateo County, California","2169","69",
"1400000US06081608900","Census Tract 6089, San Mateo County, California","3205","84",
"1400000US06081609000","Census Tract 6090, San Mateo County, California","1060","67",
"1400000US06081609100","Census Tract 6091, San Mateo County, California","577","39",
"1400000US06081609201","Census Tract 6092.01, San Mateo County, California","1599","69",
"1400000US06081609202","Census Tract 6092.02, San Mateo County, California","1994","55",
"1400000US06081609300","Census Tract 6093, San Mateo County, California","1238","32",
"1400000US06081609400","Census Tract 6094, San Mateo County, California","1126","39",
"1400000US06081609500","Census Tract 6095, San Mateo County, California","1781","43",
"1400000US06081609601","Census Tract 6096.01, San Mateo County, California","1246","59",
"1400000US06081609602","Census Tract 6096.02, San Mateo County, California","666","26",
"1400000US06081609603","Census Tract 6096.03, San Mateo County, California","2142","45",
"1400000US06081609700","Census Tract 6097, San Mateo County, California","1754","51",
"1400000US06081609800","Census Tract 6098, San Mateo County, California","1763","61",
"1400000US06081609900","Census Tract 6099, San Mateo County, California","1121","42",
"1400000US06081610000","Census Tract 6100, San Mateo County, California","2126","56",
"1400000US06081610100","Census Tract 6101, San Mateo County, California","990","50",
"1400000US06081610201","Census Tract 6102.01, San Mateo County, California","1861","66",
"1400000US06081610202","Census Tract 6102.02, San Mateo County, California","1953","92",
"1400000US06081610203","Census Tract 6102.03, San Mateo County, California","1120","52",
"1400000US06081610302","Census Tract 6103.02, San Mateo County, California","1332","47",
"1400000US06081610303","Census Tract 6103.03, San Mateo County, California","3369","87",
"1400000US06081610304","Census Tract 6103.04, San Mateo County, California","1906","49",
"1400000US06081610400","Census Tract 6104, San Mateo County, California","1735","74",
"1400000US06081610500","Census Tract 6105, San Mateo County, California","1425","69",
"1400000US06081610601","Census Tract 6106.01, San Mateo County, California","1724","71",
"1400000US06081610602","Census Tract 6106.02, San Mateo County, California","1251","66",
"1400000US06081610700","Census Tract 6107, San Mateo County, California","2253","127",
"1400000US06081610800","Census Tract 6108, San Mateo County, California","1658","72",
"1400000US06081610900","Census Tract 6109, San Mateo County, California","2579","85",
"1400000US06081611000","Census Tract 6110, San Mateo County, California","2434","56",
"1400000US06081611100","Census Tract 6111, San Mateo County, California","2370","70",
"1400000US06081611200","Census Tract 6112, San Mateo County, California","1118","28",
"1400000US06081611300","Census Tract 6113, San Mateo County, California","2117","57",
"1400000US06081611400","Census Tract 6114, San Mateo County, California","1479","72",
"1400000US06081611500","Census Tract 6115, San Mateo County, California","992","59",
"1400000US06081611600","Census Tract 6116, San Mateo County, California","807","49",
"1400000US06081611700","Census Tract 6117, San Mateo County, California","1670","110",
"1400000US06081611800","Census Tract 6118, San Mateo County, California","1003","73",
"1400000US06081611900","Census Tract 6119, San Mateo County, California","2863","162",
"1400000US06081612000","Census Tract 6120, San Mateo County, California","1698","126",
"1400000US06081612100","Census Tract 6121, San Mateo County, California","3139","167",
"1400000US06081612500","Census Tract 6125, San Mateo County, California","2159","138",
"1400000US06081612600","Census Tract 6126, San Mateo County, California","2272","116",
"1400000US06081612700","Census Tract 6127, San Mateo County, California","810","46",
"1400000US06081612800","Census Tract 6128, San Mateo County, California","1146","81",
"1400000US06081612900","Census Tract 6129, San Mateo County, California","1856","85",
"1400000US06081613000","Census Tract 6130, San Mateo County, California","1595","65",
"1400000US06081613200","Census Tract 6132, San Mateo County, California","2667","173",
"1400000US06081613300","Census Tract 6133, San Mateo County, California","1016","66",
"1400000US06081613400","Census Tract 6134, San Mateo County, California","1238","81",
"1400000US06081613501","Census Tract 6135.01, San Mateo County, California","1541","119",
"1400000US06081613502","Census Tract 6135.02, San Mateo County, California","2532","120",
"1400000US06081613600","Census Tract 6136, San Mateo County, California","2414","103",
"1400000US06081613700","Census Tract 6137, San Mateo County, California","4155","211",
"1400000US06081613800","Census Tract 6138, San Mateo County, California","1763","118",
"1400000US06081613900","Census Tract 6139, San Mateo County, California","2267","89",
"1400000US06081614000","Census Tract 6140, San Mateo County, California","1871","89",
"1400000US06081984300","Census Tract 9843, San Mateo County, California","0","12",
"1400000US06081990100","Census Tract 9901, San Mateo County, California","0","12",
"1400000US06083000101","Census Tract 1.01, Santa Barbara County, California","2415","119",
"1400000US06083000102","Census Tract 1.02, Santa Barbara County, California","2446","74",
"1400000US06083000103","Census Tract 1.03, Santa Barbara County, California","1380","32",
"1400000US06083000200","Census Tract 2, Santa Barbara County, California","2286","117",
"1400000US06083000301","Census Tract 3.01, Santa Barbara County, California","1467","79",
"1400000US06083000302","Census Tract 3.02, Santa Barbara County, California","2162","90",
"1400000US06083000400","Census Tract 4, Santa Barbara County, California","2743","91",
"1400000US06083000501","Census Tract 5.01, Santa Barbara County, California","1495","68",
"1400000US06083000502","Census Tract 5.02, Santa Barbara County, California","2550","127",
"1400000US06083000600","Census Tract 6, Santa Barbara County, California","2419","110",
"1400000US06083000700","Census Tract 7, Santa Barbara County, California","2489","112",
"1400000US06083000801","Census Tract 8.01, Santa Barbara County, California","1253","88",
"1400000US06083000804","Census Tract 8.04, Santa Barbara County, California","2396","115",
"1400000US06083000900","Census Tract 9, Santa Barbara County, California","1918","99",
"1400000US06083001000","Census Tract 10, Santa Barbara County, California","3215","154",
"1400000US06083001101","Census Tract 11.01, Santa Barbara County, California","1702","64",
"1400000US06083001102","Census Tract 11.02, Santa Barbara County, California","1481","54",
"1400000US06083001203","Census Tract 12.03, Santa Barbara County, California","1443","69",
"1400000US06083001206","Census Tract 12.06, Santa Barbara County, California","1770","99",
"1400000US06083001208","Census Tract 12.08, Santa Barbara County, California","2017","65",
"1400000US06083001304","Census Tract 13.04, Santa Barbara County, California","3217","107",
"1400000US06083001306","Census Tract 13.06, Santa Barbara County, California","1552","63",
"1400000US06083001402","Census Tract 14.02, Santa Barbara County, California","2004","85",
"1400000US06083001500","Census Tract 15, Santa Barbara County, California","1588","50",
"1400000US06083001601","Census Tract 16.01, Santa Barbara County, California","2010","132",
"1400000US06083001604","Census Tract 16.04, Santa Barbara County, California","2920","123",
"1400000US06083001704","Census Tract 17.04, Santa Barbara County, California","1175","72",
"1400000US06083001706","Census Tract 17.06, Santa Barbara County, California","2387","75",
"1400000US06083001800","Census Tract 18, Santa Barbara County, California","585","43",
"1400000US06083001901","Census Tract 19.01, Santa Barbara County, California","3004","217",
"1400000US06083001903","Census Tract 19.03, Santa Barbara County, California","2874","214",
"1400000US06083001905","Census Tract 19.05, Santa Barbara County, California","1338","74",
"1400000US06083001906","Census Tract 19.06, Santa Barbara County, California","2578","109",
"1400000US06083002005","Census Tract 20.05, Santa Barbara County, California","2036","73",
"1400000US06083002006","Census Tract 20.06, Santa Barbara County, California","1006","56",
"1400000US06083002007","Census Tract 20.07, Santa Barbara County, California","3910","133",
"1400000US06083002008","Census Tract 20.08, Santa Barbara County, California","2399","59",
"1400000US06083002009","Census Tract 20.09, Santa Barbara County, California","1411","37",
